1,2,9,20,0,2,-1,-1,-2,-10,-32,-19,-9,-5,-51,-12,-3,3,20,11,11,-6,19,1,0,0,-5,14,9,6,0,10,-9,-14,12,-22,-5,-1,-22,-5,-3,3,2,15,-8,14,28,-5,5,12,-5,-10,-2,-8,-4,-5,-6,-7,4,4,-9,-24,-16,-23,4
-9,-14,12,-22,-5,-1,-22,-5,-3,3,2,15,-8,14,28,-5,5,12,-5,-10,-2,-8,-4,-5,-6,-7,4,4,-9,-24,-16,-23,-1,0,-29,9,4,-7,-41,13,2,-6,-13,4,3,10,51,17,-2,0,17,2,-11,-2,-12,-18,1,3,-11,-22,7,12,26,15,4
5,12,-5,-10,-2,-8,-4,-5,-6,-7,4,4,-9,-24,-16,-23,-1,0,-29,9,4,-7,-41,13,2,-6,-13,4,3,10,51,17,-2,0,17,2,-11,-2,-12,-18,1,3,-11,-22,7,12,26,15,4,6,3,27,5,-5,-37,-33,-3,10,17,-5,-7,-6,2,6,4
-1,0,-29,9,4,-7,-41,13,2,-6,-13,4,3,10,51,17,-2,0,17,2,-11,-2,-12,-18,1,3,-11,-22,7,12,26,15,4,6,3,27,5,-5,-37,-33,-3,10,17,-5,-7,-6,2,6,-3,-5,-12,11,1,-3,10,5,5,-2,1,7,3,12,35,14,4
4,6,3,27,5,-5,-37,-33,-3,10,17,-5,-7,-6,2,6,-3,-5,-12,11,1,-3,10,5,5,-2,1,7,3,12,35,14,-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4
4,6,3,27,5,-5,-37,-33,-3,10,17,-5,-7,-6,2,6,-3,-5,-12,11,1,-3,10,5,5,-2,1,7,3,12,35,14,-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4
-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4,-2,-26,-79,6,-19,-71,28,-7,1,21,-9,3,25,121,-30,4,-14,-1,0,-8,-12,-72,-8,-4,14,19,-27,-10,20,106,41,4
-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4,-2,-26,-79,6,-19,-71,28,-7,1,21,-9,3,25,121,-30,4,-14,-1,0,-8,-12,-72,-8,-4,14,19,-27,-10,20,106,41,4
-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4,-2,-26,-79,6,-19,-71,28,-7,1,21,-9,3,25,121,-30,4,-14,-1,0,-8,-12,-72,-8,-4,14,19,-27,-10,20,106,41,4
-2,12,-13,-39,-5,-1,-5,1,1,-1,-13,-43,-3,-5,-41,-15,-3,9,31,11,-7,4,17,4,-11,-27,-25,56,-2,-11,5,-7,4,-2,-26,-79,6,-19,-71,28,-7,1,21,-9,3,25,121,-30,4,-14,-1,0,-8,-12,-72,-8,-4,14,19,-27,-10,20,106,41,4
